task,clf,protocol,seed,fold,n_train,n_test,train_acc,test_acc
real_fists_feet,lr,trial_random,20260918,trial1,3253,1626,0.984015,0.744772
real_fists_feet,slda,trial_random,20260918,trial1,3253,1626,0.949585,0.689422
real_fists_feet,linsvm,trial_random,20260918,trial1,3253,1626,1,0.709102
real_fists_feet,ridge,trial_random,20260918,trial1,3253,1626,0.973255,0.693727
real_fists_feet,knn,trial_random,20260918,trial1,3253,1626,0.793421,0.639606
real_fists_feet,mdm,trial_random,20260918,trial1,3253,1626,0.543806,0.52706
real_fists_feet,lr,trial_random,20260918,trial2,3253,1626,0.976637,0.739852
real_fists_feet,slda,trial_random,20260918,trial2,3253,1626,0.938211,0.705412
real_fists_feet,linsvm,trial_random,20260918,trial2,3253,1626,1,0.722017
real_fists_feet,ridge,trial_random,20260918,trial2,3253,1626,0.966492,0.675277
real_fists_feet,knn,trial_random,20260918,trial2,3253,1626,0.80664,0.638991
real_fists_feet,mdm,trial_random,20260918,trial2,3253,1626,0.537658,0.522755
real_fists_feet,lr,trial_random,20260919,trial0,3252,1627,0.980935,0.745544
real_fists_feet,slda,trial_random,20260919,trial0,3252,1627,0.947417,0.699447
real_fists_feet,linsvm,trial_random,20260919,trial0,3252,1627,1,0.714813
real_fists_feet,ridge,trial_random,20260919,trial0,3252,1627,0.97048,0.669945
real_fists_feet,knn,trial_random,20260919,trial0,3252,1627,0.808118,0.63614
real_fists_feet,mdm,trial_random,20260919,trial0,3252,1627,0.535055,0.505839
real_fists_feet,lr,trial_random,20260919,trial1,3253,1626,0.984015,0.737392
real_fists_feet,slda,trial_random,20260919,trial1,3253,1626,0.953274,0.683887
real_fists_feet,linsvm,trial_random,20260919,trial1,3253,1626,1,0.697417
real_fists_feet,ridge,trial_random,20260919,trial1,3253,1626,0.974178,0.656212
real_fists_feet,knn,trial_random,20260919,trial1,3253,1626,0.799262,0.630381
real_fists_feet,mdm,trial_random,20260919,trial1,3253,1626,0.514294,0.490775
real_fists_feet,lr,trial_random,20260919,trial2,3253,1626,0.980326,0.751538
real_fists_feet,slda,trial_random,20260919,trial2,3253,1626,0.949892,0.699262
real_fists_feet,linsvm,trial_random,20260919,trial2,3253,1626,1,0.702952
real_fists_feet,ridge,trial_random,20260919,trial2,3253,1626,0.972948,0.693727
real_fists_feet,knn,trial_random,20260919,trial2,3253,1626,0.803873,0.615006
real_fists_feet,mdm,trial_random,20260919,trial2,3253,1626,0.586228,0.559656
real_fists_feet,lr,trial_random,20260920,trial0,3252,1627,0.981857,0.750461
real_fists_feet,slda,trial_random,20260920,trial0,3252,1627,0.948032,0.709896
real_fists_feet,linsvm,trial_random,20260920,trial0,3252,1627,1,0.729564
real_fists_feet,ridge,trial_random,20260920,trial0,3252,1627,0.976937,0.684081
real_fists_feet,knn,trial_random,20260920,trial0,3252,1627,0.804736,0.647203
real_fists_feet,mdm,trial_random,20260920,trial0,3252,1627,0.510763,0.498463
real_fists_feet,lr,trial_random,20260920,trial1,3253,1626,0.98217,0.750308
real_fists_feet,slda,trial_random,20260920,trial1,3253,1626,0.957578,0.688807
real_fists_feet,linsvm,trial_random,20260920,trial1,3253,1626,1,0.702952
real_fists_feet,ridge,trial_random,20260920,trial1,3253,1626,0.977252,0.664207
real_fists_feet,knn,trial_random,20260920,trial1,3253,1626,0.803566,0.622386
real_fists_feet,mdm,trial_random,20260920,trial1,3253,1626,0.529972,0.519065
real_fists_feet,lr,trial_random,20260920,trial2,3253,1626,0.981555,0.744157
real_fists_feet,slda,trial_random,20260920,trial2,3253,1626,0.945589,0.700492
real_fists_feet,linsvm,trial_random,20260920,trial2,3253,1626,1,0.725707
real_fists_feet,ridge,trial_random,20260920,trial2,3253,1626,0.972641,0.687577
real_fists_feet,knn,trial_random,20260920,trial2,3253,1626,0.794036,0.631611
real_fists_feet,mdm,trial_random,20260920,trial2,3253,1626,0.567476,0.557811
real_fists_feet,lr,run_disjoint,20260916,run0,3260,1619,0.983129,0.736875
real_fists_feet,slda,run_disjoint,20260916,run0,3260,1619,0.954294,0.697962
real_fists_feet,linsvm,run_disjoint,20260916,run0,3260,1619,1,0.699815
real_fists_feet,ridge,run_disjoint,20260916,run0,3260,1619,0.97638,0.67449
real_fists_feet,knn,run_disjoint,20260916,run0,3260,1619,0.818405,0.707227
real_fists_feet,mdm,run_disjoint,20260916,run0,3260,1619,0.581288,0.576899
real_fists_feet,lr,run_disjoint,20260916,run1,3249,1630,0.977224,0.758896
real_fists_feet,slda,run_disjoint,20260916,run1,3249,1630,0.949215,0.709816
real_fists_feet,linsvm,run_disjoint,20260916,run1,3249,1630,1,0.743558
real_fists_feet,ridge,run_disjoint,20260916,run1,3249,1630,0.971684,0.698773
real_fists_feet,knn,run_disjoint,20260916,run1,3249,1630,0.817482,0.703067
real_fists_feet,mdm,run_disjoint,20260916,run1,3249,1630,0.55217,0.567485
real_fists_feet,lr,run_disjoint,20260916,run2,3249,1630,0.982764,0.739264
real_fists_feet,slda,run_disjoint,20260916,run2,3249,1630,0.953832,0.686503
real_fists_feet,linsvm,run_disjoint,20260916,run2,3249,1630,1,0.70184
real_fists_feet,ridge,run_disjoint,20260916,run2,3249,1630,0.975069,0.666258
real_fists_feet,knn,run_disjoint,20260916,run2,3249,1630,0.821791,0.704294
real_fists_feet,mdm,run_disjoint,20260916,run2,3249,1630,0.607879,0.602454
real_fists_feet,lr,subject_disjoint,20260916,subj0,3229,1650,0.983896,0.657576
real_fists_feet,slda,subject_disjoint,20260916,subj0,3229,1650,0.956953,0.64
real_fists_feet,linsvm,subject_disjoint,20260916,subj0,3229,1650,1,0.630303
real_fists_feet,ridge,subject_disjoint,20260916,subj0,3229,1650,0.974605,0.612121
real_fists_feet,knn,subject_disjoint,20260916,subj0,3229,1650,0.813874,0.572121
real_fists_feet,mdm,subject_disjoint,20260916,subj0,3229,1650,0.602354,0.550303
real_fists_feet,lr,subject_disjoint,20260916,subj1,3262,1617,0.989577,0.6376
real_fists_feet,slda,subject_disjoint,20260916,subj1,3262,1617,0.962293,0.606061
real_fists_feet,linsvm,subject_disjoint,20260916,subj1,3262,1617,1,0.617192
real_fists_feet,ridge,subject_disjoint,20260916,subj1,3262,1617,0.9813,0.591837
real_fists_feet,knn,subject_disjoint,20260916,subj1,3262,1617,0.832618,0.536178
real_fists_feet,mdm,subject_disjoint,20260916,subj1,3262,1617,0.600245,0.563389
real_fists_feet,lr,subject_disjoint,20260916,subj2,3267,1612,0.979492,0.655707
real_fists_feet,slda,subject_disjoint,20260916,subj2,3267,1612,0.956229,0.634615
real_fists_feet,linsvm,subject_disjoint,20260916,subj2,3267,1612,1,0.635856
real_fists_feet,ridge,subject_disjoint,20260916,subj2,3267,1612,0.97337,0.6433
real_fists_feet,knn,subject_disjoint,20260916,subj2,3267,1612,0.8191,0.539082
real_fists_feet,mdm,subject_disjoint,20260916,subj2,3267,1612,0.547291,0.5366
real_fists_feet,lr,subject_disjoint,20260917,subj0,3208,1671,0.983167,0.656493
real_fists_feet,slda,subject_disjoint,20260917,subj0,3208,1671,0.954177,0.63854
real_fists_feet,linsvm,subject_disjoint,20260917,subj0,3208,1671,1,0.63854
real_fists_feet,ridge,subject_disjoint,20260917,subj0,3208,1671,0.974751,0.602035
real_fists_feet,knn,subject_disjoint,20260917,subj0,3208,1671,0.822319,0.553561
real_fists_feet,mdm,subject_disjoint,20260917,subj0,3208,1671,0.533666,0.527828
real_fists_feet,lr,subject_disjoint,20260917,subj1,3285,1594,0.979909,0.678795
real_fists_feet,slda,subject_disjoint,20260917,subj1,3285,1594,0.947641,0.638645
real_fists_feet,linsvm,subject_disjoint,20260917,subj1,3285,1594,1,0.653701
real_fists_feet,ridge,subject_disjoint,20260917,subj1,3285,1594,0.971689,0.627353
real_fists_feet,knn,subject_disjoint,20260917,subj1,3285,1594,0.829224,0.531995
real_fists_feet,mdm,subject_disjoint,20260917,subj1,3285,1594,0.590563,0.569636
real_fists_feet,lr,subject_disjoint,20260917,subj2,3265,1614,0.987136,0.626394
real_fists_feet,slda,subject_disjoint,20260917,subj2,3265,1614,0.966309,0.604709
real_fists_feet,linsvm,subject_disjoint,20260917,subj2,3265,1614,1,0.61772
real_fists_feet,ridge,subject_disjoint,20260917,subj2,3265,1614,0.980704,0.592317
real_fists_feet,knn,subject_disjoint,20260917,subj2,3265,1614,0.815008,0.538414
real_fists_feet,mdm,subject_disjoint,20260917,subj2,3265,1614,0.603063,0.579306
real_fists_feet,lr,subject_disjoint,20260918,subj0,3217,1662,0.985079,0.688327
real_fists_feet,slda,subject_disjoint,20260918,subj0,3217,1662,0.955238,0.658845
real_fists_feet,linsvm,subject_disjoint,20260918,subj0,3217,1662,1,0.663658
real_fists_feet,ridge,subject_disjoint,20260918,subj0,3217,1662,0.976376,0.62154
real_fists_feet,knn,subject_disjoint,20260918,subj0,3217,1662,0.824992,0.516245
real_fists_feet,mdm,subject_disjoint,20260918,subj0,3217,1662,0.566988,0.593863
real_fists_feet,lr,subject_disjoint,20260918,subj1,3282,1597,0.987203,0.633688
real_fists_feet,slda,subject_disjoint,20260918,subj1,3282,1597,0.964351,0.623669
real_fists_feet,linsvm,subject_disjoint,20260918,subj1,3282,1597,1,0.626174
real_fists_feet,ridge,subject_disjoint,20260918,subj1,3282,1597,0.978976,0.621165
real_fists_feet,knn,subject_disjoint,20260918,subj1,3282,1597,0.821146,0.537257
real_fists_feet,mdm,subject_disjoint,20260918,subj1,3282,1597,0.545704,0.557295
real_fists_feet,lr,subject_disjoint,20260918,subj2,3259,1620,0.98251,0.632099
real_fists_feet,slda,subject_disjoint,20260918,subj2,3259,1620,0.953667,0.624074
real_fists_feet,linsvm,subject_disjoint,20260918,subj2,3259,1620,1,0.609877
real_fists_feet,ridge,subject_disjoint,20260918,subj2,3259,1620,0.972691,0.600617
real_fists_feet,knn,subject_disjoint,20260918,subj2,3259,1620,0.818963,0.550617
real_fists_feet,mdm,subject_disjoint,20260918,subj2,3259,1620,0.553851,0.55
real_fists_feet,lr,subject_disjoint,20260919,subj0,3226,1653,0.978301,0.701754
real_fists_feet,slda,subject_disjoint,20260919,subj0,3226,1653,0.949163,0.674531
real_fists_feet,linsvm,subject_disjoint,20260919,subj0,3226,1653,1,0.69631
real_fists_feet,ridge,subject_disjoint,20260919,subj0,3226,1653,0.970862,0.659407
real_fists_feet,knn,subject_disjoint,20260919,subj0,3226,1653,0.812461,0.514217
real_fists_feet,mdm,subject_disjoint,20260919,subj0,3226,1653,0.532548,0.523291
real_fists_feet,lr,subject_disjoint,20260919,subj1,3258,1621,0.982812,0.638495
real_fists_feet,slda,subject_disjoint,20260919,subj1,3258,1621,0.957643,0.621221
real_fists_feet,linsvm,subject_disjoint,20260919,subj1,3258,1621,1,0.63356
real_fists_feet,ridge,subject_disjoint,20260919,subj1,3258,1621,0.977287,0.59963
real_fists_feet,knn,subject_disjoint,20260919,subj1,3258,1621,0.818907,0.531771
real_fists_feet,mdm,subject_disjoint,20260919,subj1,3258,1621,0.5531,0.556447
real_fists_feet,lr,subject_disjoint,20260919,subj2,3274,1605,0.987172,0.638006
real_fists_feet,slda,subject_disjoint,20260919,subj2,3274,1605,0.961515,0.626168
real_fists_feet,linsvm,subject_disjoint,20260919,subj2,3274,1605,1,0.62866
real_fists_feet,ridge,subject_disjoint,20260919,subj2,3274,1605,0.980147,0.604361
real_fists_feet,knn,subject_disjoint,20260919,subj2,3274,1605,0.833842,0.550156
real_fists_feet,mdm,subject_disjoint,20260919,subj2,3274,1605,0.576054,0.546417
real_fists_feet,lr,subject_disjoint,20260920,subj0,3226,1653,0.982021,0.630369
real_fists_feet,slda,subject_disjoint,20260920,subj0,3226,1653,0.957843,0.627344
real_fists_feet,linsvm,subject_disjoint,20260920,subj0,3226,1653,1,0.61827
real_fists_feet,ridge,subject_disjoint,20260920,subj0,3226,1653,0.973342,0.597701
real_fists_feet,knn,subject_disjoint,20260920,subj0,3226,1653,0.814631,0.54023
real_fists_feet,mdm,subject_disjoint,20260920,subj0,3226,1653,0.581215,0.581367
real_fists_feet,lr,subject_disjoint,20260920,subj1,3262,1617,0.982833,0.670996
real_fists_feet,slda,subject_disjoint,20260920,subj1,3262,1617,0.951563,0.662956
real_fists_feet,linsvm,subject_disjoint,20260920,subj1,3262,1617,1,0.620284
real_fists_feet,ridge,subject_disjoint,20260920,subj1,3262,1617,0.976088,0.619666
real_fists_feet,knn,subject_disjoint,20260920,subj1,3262,1617,0.829552,0.526283
real_fists_feet,mdm,subject_disjoint,20260920,subj1,3262,1617,0.535868,0.511441
real_fists_feet,lr,subject_disjoint,20260920,subj2,3270,1609,0.987462,0.649472
real_fists_feet,slda,subject_disjoint,20260920,subj2,3270,1609,0.96208,0.628962
real_fists_feet,linsvm,subject_disjoint,20260920,subj2,3270,1609,1,0.640149
real_fists_feet,ridge,subject_disjoint,20260920,subj2,3270,1609,0.983792,0.61156
real_fists_feet,knn,subject_disjoint,20260920,subj2,3270,1609,0.820795,0.558111
real_fists_feet,mdm,subject_disjoint,20260920,subj2,3270,1609,0.587156,0.555625
