task,protocol,seed,fold,C,n_train,n_test,train_acc,test_acc,w_norm,n_iter
imagery_fists_feet,trial_random,20260916,trial1,1000.0,3265,1632,1,0.60049,264.72,247
imagery_fists_feet,trial_random,20260916,trial2,0.0001,3265,1632,0.605819,0.543505,0.0369182,9
imagery_fists_feet,trial_random,20260916,trial2,0.001,3265,1632,0.654211,0.577819,0.291855,17
imagery_fists_feet,trial_random,20260916,trial2,0.01,3265,1632,0.744564,0.632353,1.60609,48
imagery_fists_feet,trial_random,20260916,trial2,0.1,3265,1632,0.853599,0.645221,6.84422,137
imagery_fists_feet,trial_random,20260916,trial2,1.0,3265,1632,0.952221,0.613358,23.0214,251
imagery_fists_feet,trial_random,20260916,trial2,10.0,3265,1632,1,0.594975,63.4658,468
imagery_fists_feet,trial_random,20260916,trial2,100.0,3265,1632,1,0.591912,126.649,385
imagery_fists_feet,trial_random,20260916,trial2,1000.0,3265,1632,1,0.586397,225.936,301
imagery_fists_feet,trial_random,20260917,trial0,0.0001,3264,1633,0.606005,0.561543,0.0366049,10
imagery_fists_feet,trial_random,20260917,trial0,0.001,3264,1633,0.661152,0.601347,0.288038,10
imagery_fists_feet,trial_random,20260917,trial0,0.01,3264,1633,0.7356,0.646663,1.57115,32
imagery_fists_feet,trial_random,20260917,trial0,0.1,3264,1633,0.855086,0.66932,6.71713,102
imagery_fists_feet,trial_random,20260917,trial0,1.0,3264,1633,0.943934,0.631353,22.766,259
imagery_fists_feet,trial_random,20260917,trial0,10.0,3264,1633,0.998775,0.614207,64.8542,480
imagery_fists_feet,trial_random,20260917,trial0,100.0,3264,1633,1,0.603797,137.304,450
imagery_fists_feet,trial_random,20260917,trial0,1000.0,3264,1633,1,0.617269,267.89,215
imagery_fists_feet,trial_random,20260917,trial1,0.0001,3265,1632,0.581317,0.52451,0.0375042,11
imagery_fists_feet,trial_random,20260917,trial1,0.001,3265,1632,0.664931,0.588235,0.291401,15
imagery_fists_feet,trial_random,20260917,trial1,0.01,3265,1632,0.741501,0.645221,1.60367,45
imagery_fists_feet,trial_random,20260917,trial1,0.1,3265,1632,0.85513,0.658701,6.78853,114
imagery_fists_feet,trial_random,20260917,trial1,1.0,3265,1632,0.950077,0.636029,22.9211,261
imagery_fists_feet,trial_random,20260917,trial1,10.0,3265,1632,0.999694,0.619485,63.9873,429
imagery_fists_feet,trial_random,20260917,trial1,100.0,3265,1632,1,0.615809,129.662,517
imagery_fists_feet,trial_random,20260917,trial1,1000.0,3265,1632,1,0.625613,245.01,258
imagery_fists_feet,trial_random,20260917,trial2,0.0001,3265,1632,0.584074,0.533088,0.035907,11
imagery_fists_feet,trial_random,20260917,trial2,0.001,3265,1632,0.655743,0.604167,0.285802,18
imagery_fists_feet,trial_random,20260917,trial2,0.01,3265,1632,0.744564,0.658701,1.56886,44
imagery_fists_feet,trial_random,20260917,trial2,0.1,3265,1632,0.855743,0.654412,6.75361,105
imagery_fists_feet,trial_random,20260917,trial2,1.0,3265,1632,0.946401,0.625,23.0426,273
imagery_fists_feet,trial_random,20260917,trial2,10.0,3265,1632,0.999694,0.605392,64.932,420
imagery_fists_feet,trial_random,20260917,trial2,100.0,3265,1632,1,0.598652,132.217,607
imagery_fists_feet,trial_random,20260917,trial2,1000.0,3265,1632,1,0.613358,252.767,261
imagery_fists_feet,trial_random,20260918,trial0,0.0001,3264,1633,0.627451,0.566442,0.0373408,8
imagery_fists_feet,trial_random,20260918,trial0,0.001,3264,1633,0.655637,0.58665,0.296179,10
imagery_fists_feet,trial_random,20260918,trial0,0.01,3264,1633,0.747243,0.629516,1.61846,31
imagery_fists_feet,trial_random,20260918,trial0,0.1,3264,1633,0.859069,0.649724,6.8215,117
imagery_fists_feet,trial_random,20260918,trial0,1.0,3264,1633,0.952206,0.636865,23.1079,262
imagery_fists_feet,trial_random,20260918,trial0,10.0,3264,1633,0.999694,0.605634,63.1703,427
imagery_fists_feet,trial_random,20260918,trial0,100.0,3264,1633,1,0.603797,124.817,483
imagery_fists_feet,trial_random,20260918,trial0,1000.0,3264,1633,1,0.603184,227.014,258
imagery_fists_feet,trial_random,20260918,trial1,0.0001,3265,1632,0.615314,0.553309,0.0370669,9
imagery_fists_feet,trial_random,20260918,trial1,0.001,3265,1632,0.662787,0.58701,0.289801,10
imagery_fists_feet,trial_random,20260918,trial1,0.01,3265,1632,0.741807,0.623162,1.59179,31
imagery_fists_feet,trial_random,20260918,trial1,0.1,3265,1632,0.854518,0.64277,6.81577,112
imagery_fists_feet,trial_random,20260918,trial1,1.0,3265,1632,0.94732,0.620098,22.977,219
imagery_fists_feet,trial_random,20260918,trial1,10.0,3265,1632,0.998775,0.605392,63.7402,381
imagery_fists_feet,trial_random,20260918,trial1,100.0,3265,1632,1,0.601103,132.169,463
imagery_fists_feet,trial_random,20260918,trial1,1000.0,3265,1632,1,0.605392,252.282,178
imagery_fists_feet,trial_random,20260918,trial2,0.0001,3265,1632,0.596325,0.551471,0.0361952,9
imagery_fists_feet,trial_random,20260918,trial2,0.001,3265,1632,0.661256,0.61826,0.283792,16
imagery_fists_feet,trial_random,20260918,trial2,0.01,3265,1632,0.742726,0.642157,1.56336,37
imagery_fists_feet,trial_random,20260918,trial2,0.1,3265,1632,0.848698,0.650123,6.71194,90
imagery_fists_feet,trial_random,20260918,trial2,1.0,3265,1632,0.941501,0.634804,22.674,229
imagery_fists_feet,trial_random,20260918,trial2,10.0,3265,1632,0.998162,0.609681,65.04,471
imagery_fists_feet,trial_random,20260918,trial2,100.0,3265,1632,1,0.599265,135.525,505
imagery_fists_feet,trial_random,20260918,trial2,1000.0,3265,1632,1,0.613358,264.133,282
imagery_fists_feet,trial_random,20260919,trial0,0.0001,3264,1633,0.579044,0.536436,0.0348612,12
imagery_fists_feet,trial_random,20260919,trial0,0.001,3264,1633,0.667279,0.603797,0.282611,20
imagery_fists_feet,trial_random,20260919,trial0,0.01,3264,1633,0.745711,0.646663,1.58194,42
imagery_fists_feet,trial_random,20260919,trial0,0.1,3264,1633,0.850184,0.662584,6.74675,123
imagery_fists_feet,trial_random,20260919,trial0,1.0,3264,1633,0.942708,0.641151,22.7403,247
imagery_fists_feet,trial_random,20260919,trial0,10.0,3264,1633,0.998775,0.614819,64.6049,492
imagery_fists_feet,trial_random,20260919,trial0,100.0,3264,1633,1,0.617269,134.941,530
imagery_fists_feet,trial_random,20260919,trial0,1000.0,3264,1633,1,0.615432,269.622,249
imagery_fists_feet,trial_random,20260919,trial1,0.0001,3265,1632,0.556202,0.507353,0.0375558,13
imagery_fists_feet,trial_random,20260919,trial1,0.001,3265,1632,0.658499,0.585172,0.290407,21
imagery_fists_feet,trial_random,20260919,trial1,0.01,3265,1632,0.738438,0.646446,1.58425,53
imagery_fists_feet,trial_random,20260919,trial1,0.1,3265,1632,0.860949,0.655025,6.7965,115
imagery_fists_feet,trial_random,20260919,trial1,1.0,3265,1632,0.945176,0.640319,22.8837,284
imagery_fists_feet,trial_random,20260919,trial1,10.0,3265,1632,0.998775,0.602941,64.0881,505
imagery_fists_feet,trial_random,20260919,trial1,100.0,3265,1632,1,0.596814,128.981,559
imagery_fists_feet,trial_random,20260919,trial1,1000.0,3265,1632,1,0.613358,234.626,251
imagery_fists_feet,trial_random,20260919,trial2,0.0001,3265,1632,0.606432,0.526348,0.0388776,8
imagery_fists_feet,trial_random,20260919,trial2,0.001,3265,1632,0.657274,0.578431,0.295445,13
imagery_fists_feet,trial_random,20260919,trial2,0.01,3265,1632,0.743645,0.637868,1.58123,37
imagery_fists_feet,trial_random,20260919,trial2,0.1,3265,1632,0.849923,0.647672,6.73828,105
imagery_fists_feet,trial_random,20260919,trial2,1.0,3265,1632,0.943645,0.615809,22.8417,270
imagery_fists_feet,trial_random,20260919,trial2,10.0,3265,1632,0.998775,0.594975,64.5495,479
imagery_fists_feet,trial_random,20260919,trial2,100.0,3265,1632,1,0.593137,129.972,465
imagery_fists_feet,trial_random,20260919,trial2,1000.0,3265,1632,1,0.596201,256.802,250
imagery_fists_feet,trial_random,20260920,trial0,0.0001,3264,1633,0.573529,0.505818,0.0372647,11
imagery_fists_feet,trial_random,20260920,trial0,0.001,3264,1633,0.64951,0.582364,0.285936,19
imagery_fists_feet,trial_random,20260920,trial0,0.01,3264,1633,0.742647,0.636252,1.58739,43
imagery_fists_feet,trial_random,20260920,trial0,0.1,3264,1633,0.855392,0.647275,6.83151,103
imagery_fists_feet,trial_random,20260920,trial0,1.0,3264,1633,0.946691,0.628291,22.9312,264
imagery_fists_feet,trial_random,20260920,trial0,10.0,3264,1633,0.998775,0.605021,63.9388,438
imagery_fists_feet,trial_random,20260920,trial0,100.0,3264,1633,1,0.600735,126.999,526
imagery_fists_feet,trial_random,20260920,trial0,1000.0,3264,1633,1,0.608696,235.418,317
imagery_fists_feet,trial_random,20260920,trial1,0.0001,3265,1632,0.624196,0.578431,0.0355058,9
imagery_fists_feet,trial_random,20260920,trial1,0.001,3265,1632,0.666462,0.617647,0.284538,12
imagery_fists_feet,trial_random,20260920,trial1,0.01,3265,1632,0.74977,0.650735,1.58501,32
imagery_fists_feet,trial_random,20260920,trial1,0.1,3265,1632,0.85268,0.670956,6.7469,94
imagery_fists_feet,trial_random,20260920,trial1,1.0,3265,1632,0.94487,0.63848,22.8536,214
imagery_fists_feet,trial_random,20260920,trial1,10.0,3265,1632,0.999694,0.609069,64.1379,418
imagery_fists_feet,trial_random,20260920,trial1,100.0,3265,1632,1,0.604167,133.438,474
imagery_fists_feet,trial_random,20260920,trial1,1000.0,3265,1632,1,0.615196,246.191,227
imagery_fists_feet,trial_random,20260920,trial2,0.0001,3265,1632,0.602757,0.564338,0.0375432,9
imagery_fists_feet,trial_random,20260920,trial2,0.001,3265,1632,0.660949,0.577206,0.295317,12
imagery_fists_feet,trial_random,20260920,trial2,0.01,3265,1632,0.743645,0.635417,1.58561,44
imagery_fists_feet,trial_random,20260920,trial2,0.1,3265,1632,0.851149,0.654412,6.66547,103
imagery_fists_feet,trial_random,20260920,trial2,1.0,3265,1632,0.935681,0.634804,22.3927,258
imagery_fists_feet,trial_random,20260920,trial2,10.0,3265,1632,0.99755,0.609681,64.8849,552
imagery_fists_feet,trial_random,20260920,trial2,100.0,3265,1632,1,0.598039,140.32,570
imagery_fists_feet,trial_random,20260920,trial2,1000.0,3265,1632,1,0.61152,268.655,251
imagery_fists_feet,run_disjoint,20260916,run0,0.0001,3265,1632,0.626034,0.607843,0.033543,7
imagery_fists_feet,run_disjoint,20260916,run0,0.001,3265,1632,0.652374,0.628064,0.270354,13
imagery_fists_feet,run_disjoint,20260916,run0,0.01,3265,1632,0.735681,0.681985,1.53677,33
imagery_fists_feet,run_disjoint,20260916,run0,0.1,3265,1632,0.845329,0.688113,6.72426,103
imagery_fists_feet,run_disjoint,20260916,run0,1.0,3265,1632,0.941194,0.654412,22.9473,260
imagery_fists_feet,run_disjoint,20260916,run0,10.0,3265,1632,0.999081,0.632353,65.3176,469
imagery_fists_feet,run_disjoint,20260916,run0,100.0,3265,1632,1,0.628676,136.413,506
imagery_fists_feet,run_disjoint,20260916,run0,1000.0,3265,1632,1,0.626838,253.586,311
imagery_fists_feet,run_disjoint,20260916,run1,0.0001,3265,1632,0.629709,0.610294,0.0357429,9
imagery_fists_feet,run_disjoint,20260916,run1,0.001,3265,1632,0.657887,0.634191,0.285963,10
imagery_fists_feet,run_disjoint,20260916,run1,0.01,3265,1632,0.74487,0.672181,1.59369,38
imagery_fists_feet,run_disjoint,20260916,run1,0.1,3265,1632,0.856968,0.66973,6.81044,105
imagery_fists_feet,run_disjoint,20260916,run1,1.0,3265,1632,0.94732,0.640319,22.7736,246
imagery_fists_feet,run_disjoint,20260916,run1,10.0,3265,1632,0.998469,0.622549,63.818,460
imagery_fists_feet,run_disjoint,20260916,run1,100.0,3265,1632,1,0.61826,133.695,541
imagery_fists_feet,run_disjoint,20260916,run1,1000.0,3265,1632,1,0.620711,258.757,264
imagery_fists_feet,run_disjoint,20260916,run2,0.0001,3264,1633,0.617034,0.59951,0.0356319,9
imagery_fists_feet,run_disjoint,20260916,run2,0.001,3264,1633,0.660539,0.629516,0.285785,11
imagery_fists_feet,run_disjoint,20260916,run2,0.01,3264,1633,0.748775,0.679118,1.59135,30
imagery_fists_feet,run_disjoint,20260916,run2,0.1,3264,1633,0.848652,0.674219,6.72525,83
imagery_fists_feet,run_disjoint,20260916,run2,1.0,3264,1633,0.939951,0.636865,22.6033,183
imagery_fists_feet,run_disjoint,20260916,run2,10.0,3264,1633,0.997243,0.619718,64.6701,394
imagery_fists_feet,run_disjoint,20260916,run2,100.0,3264,1633,1,0.616044,135.666,551
imagery_fists_feet,run_disjoint,20260916,run2,1000.0,3264,1633,1,0.620331,243.019,324
imagery_fists_feet,subject_disjoint,20260916,subj0,0.0001,3241,1656,0.637458,0.603865,0.0367925,8
imagery_fists_feet,subject_disjoint,20260916,subj0,0.001,3241,1656,0.661216,0.621377,0.294963,11
imagery_fists_feet,subject_disjoint,20260916,subj0,0.01,3241,1656,0.746375,0.647343,1.61795,35
imagery_fists_feet,subject_disjoint,20260916,subj0,0.1,3241,1656,0.854674,0.626812,6.6989,100
imagery_fists_feet,subject_disjoint,20260916,subj0,1.0,3241,1656,0.945079,0.591787,22.6089,233
imagery_fists_feet,subject_disjoint,20260916,subj0,10.0,3241,1656,0.999691,0.589976,63.846,425
imagery_fists_feet,subject_disjoint,20260916,subj0,100.0,3241,1656,1,0.580314,130.169,457
imagery_fists_feet,subject_disjoint,20260916,subj0,1000.0,3241,1656,1,0.585749,270.755,220
imagery_fists_feet,subject_disjoint,20260916,subj1,0.0001,3280,1617,0.620732,0.611626,0.0360512,8
imagery_fists_feet,subject_disjoint,20260916,subj1,0.001,3280,1617,0.666768,0.609771,0.290818,15
imagery_fists_feet,subject_disjoint,20260916,subj1,0.01,3280,1617,0.750915,0.592455,1.64376,32
imagery_fists_feet,subject_disjoint,20260916,subj1,0.1,3280,1617,0.855793,0.575758,6.89927,89
imagery_fists_feet,subject_disjoint,20260916,subj1,1.0,3280,1617,0.948171,0.573284,23.0105,219
imagery_fists_feet,subject_disjoint,20260916,subj1,10.0,3280,1617,1,0.566481,63.8513,396
imagery_fists_feet,subject_disjoint,20260916,subj1,100.0,3280,1617,1,0.561534,125.283,369
imagery_fists_feet,subject_disjoint,20260916,subj1,1000.0,3280,1617,1,0.571429,219.749,200
imagery_fists_feet,subject_disjoint,20260916,subj2,0.0001,3273,1624,0.597922,0.58867,0.0328227,9
imagery_fists_feet,subject_disjoint,20260916,subj2,0.001,3273,1624,0.664528,0.610837,0.270619,13
imagery_fists_feet,subject_disjoint,20260916,subj2,0.01,3273,1624,0.749465,0.621305,1.59235,31
imagery_fists_feet,subject_disjoint,20260916,subj2,0.1,3273,1624,0.854262,0.60468,6.77302,92
imagery_fists_feet,subject_disjoint,20260916,subj2,1.0,3273,1624,0.94806,0.586823,23.1273,246
imagery_fists_feet,subject_disjoint,20260916,subj2,10.0,3273,1624,0.999083,0.566502,64.4956,458
imagery_fists_feet,subject_disjoint,20260916,subj2,100.0,3273,1624,1,0.570197,132.145,481
imagery_fists_feet,subject_disjoint,20260916,subj2,1000.0,3273,1624,1,0.562192,237.288,273
imagery_fists_feet,subject_disjoint,20260917,subj0,0.0001,3222,1675,0.607076,0.586866,0.0339492,11
imagery_fists_feet,subject_disjoint,20260917,subj0,0.001,3222,1675,0.651148,0.623881,0.268916,9
imagery_fists_feet,subject_disjoint,20260917,subj0,0.01,3222,1675,0.735568,0.653731,1.5429,39
imagery_fists_feet,subject_disjoint,20260917,subj0,0.1,3222,1675,0.8473,0.626269,6.71767,94
imagery_fists_feet,subject_disjoint,20260917,subj0,1.0,3222,1675,0.941962,0.586269,23.0004,228
imagery_fists_feet,subject_disjoint,20260917,subj0,10.0,3222,1675,0.999069,0.573134,64.2165,400
imagery_fists_feet,subject_disjoint,20260917,subj0,100.0,3222,1675,1,0.569552,132.864,458
imagery_fists_feet,subject_disjoint,20260917,subj0,1000.0,3222,1675,1,0.578507,258.241,249
imagery_fists_feet,subject_disjoint,20260917,subj1,0.0001,3289,1608,0.612344,0.570896,0.0350147,9
imagery_fists_feet,subject_disjoint,20260917,subj1,0.001,3289,1608,0.665856,0.601368,0.283751,16
imagery_fists_feet,subject_disjoint,20260917,subj1,0.01,3289,1608,0.75342,0.61505,1.61356,34
imagery_fists_feet,subject_disjoint,20260917,subj1,0.1,3289,1608,0.859532,0.613806,6.86972,89
imagery_fists_feet,subject_disjoint,20260917,subj1,1.0,3289,1608,0.950441,0.61194,22.9236,238
imagery_fists_feet,subject_disjoint,20260917,subj1,10.0,3289,1608,0.99848,0.603856,64.1946,446
imagery_fists_feet,subject_disjoint,20260917,subj1,100.0,3289,1608,1,0.598881,130.612,549
imagery_fists_feet,subject_disjoint,20260917,subj1,1000.0,3289,1608,1,0.60199,238.083,226
imagery_fists_feet,subject_disjoint,20260917,subj2,0.0001,3283,1614,0.644837,0.578686,0.0369278,7
imagery_fists_feet,subject_disjoint,20260917,subj2,0.001,3283,1614,0.680475,0.576828,0.303453,18
imagery_fists_feet,subject_disjoint,20260917,subj2,0.01,3283,1614,0.774292,0.574969,1.70725,29
imagery_fists_feet,subject_disjoint,20260917,subj2,0.1,3283,1614,0.867499,0.580545,6.82154,108
imagery_fists_feet,subject_disjoint,20260917,subj2,1.0,3283,1614,0.955833,0.581784,22.7718,252
imagery_fists_feet,subject_disjoint,20260917,subj2,10.0,3283,1614,0.999391,0.575589,62.9294,437
imagery_fists_feet,subject_disjoint,20260917,subj2,100.0,3283,1614,1,0.565675,124.818,449
imagery_fists_feet,subject_disjoint,20260917,subj2,1000.0,3283,1614,1,0.574349,228.828,291
imagery_fists_feet,subject_disjoint,20260918,subj0,0.0001,3229,1668,0.627439,0.573141,0.0359211,8
imagery_fists_feet,subject_disjoint,20260918,subj0,0.001,3229,1668,0.663363,0.602518,0.286182,10
imagery_fists_feet,subject_disjoint,20260918,subj0,0.01,3229,1668,0.744813,0.629496,1.59601,29
imagery_fists_feet,subject_disjoint,20260918,subj0,0.1,3229,1668,0.853515,0.621703,6.70696,84
imagery_fists_feet,subject_disjoint,20260918,subj0,1.0,3229,1668,0.94921,0.592326,22.6878,228
imagery_fists_feet,subject_disjoint,20260918,subj0,10.0,3229,1668,0.998452,0.570743,64.0545,424
imagery_fists_feet,subject_disjoint,20260918,subj0,100.0,3229,1668,1,0.555755,131.04,510
imagery_fists_feet,subject_disjoint,20260918,subj0,1000.0,3229,1668,1,0.567146,222.113,311
imagery_fists_feet,subject_disjoint,20260918,subj1,0.0001,3288,1609,0.621959,0.562461,0.0349794,8
imagery_fists_feet,subject_disjoint,20260918,subj1,0.001,3288,1609,0.663017,0.605966,0.284071,10
imagery_fists_feet,subject_disjoint,20260918,subj1,0.01,3288,1609,0.750912,0.609074,1.63231,29
imagery_fists_feet,subject_disjoint,20260918,subj1,0.1,3288,1609,0.855839,0.598508,6.86499,108
imagery_fists_feet,subject_disjoint,20260918,subj1,1.0,3288,1609,0.947689,0.59105,23.1368,229
imagery_fists_feet,subject_disjoint,20260918,subj1,10.0,3288,1609,1,0.569919,63.6697,440
imagery_fists_feet,subject_disjoint,20260918,subj1,100.0,3288,1609,1,0.559975,128.164,426
imagery_fists_feet,subject_disjoint,20260918,subj1,1000.0,3288,1609,1,0.571162,266.218,249
imagery_fists_feet,subject_disjoint,20260918,subj2,0.0001,3277,1620,0.628929,0.577778,0.035611,8
imagery_fists_feet,subject_disjoint,20260918,subj2,0.001,3277,1620,0.671956,0.608642,0.28788,11
imagery_fists_feet,subject_disjoint,20260918,subj2,0.01,3277,1620,0.753738,0.625309,1.63449,36
imagery_fists_feet,subject_disjoint,20260918,subj2,0.1,3277,1620,0.859017,0.595062,6.85433,95
imagery_fists_feet,subject_disjoint,20260918,subj2,1.0,3277,1620,0.946292,0.566667,22.7628,261
imagery_fists_feet,subject_disjoint,20260918,subj2,10.0,3277,1620,0.999085,0.559877,63.2927,435
imagery_fists_feet,subject_disjoint,20260918,subj2,100.0,3277,1620,1,0.562963,132.76,505
imagery_fists_feet,subject_disjoint,20260918,subj2,1000.0,3277,1620,1,0.564815,225.742,277
imagery_fists_feet,subject_disjoint,20260919,subj0,0.0001,3241,1656,0.603826,0.566425,0.0333038,10
imagery_fists_feet,subject_disjoint,20260919,subj0,0.001,3241,1656,0.666152,0.61413,0.273156,9
imagery_fists_feet,subject_disjoint,20260919,subj0,0.01,3241,1656,0.750077,0.640097,1.57897,26
imagery_fists_feet,subject_disjoint,20260919,subj0,0.1,3241,1656,0.849738,0.638889,6.70711,86
imagery_fists_feet,subject_disjoint,20260919,subj0,1.0,3241,1656,0.94045,0.603865,22.5857,236
imagery_fists_feet,subject_disjoint,20260919,subj0,10.0,3241,1656,0.999383,0.577899,64.6434,475
imagery_fists_feet,subject_disjoint,20260919,subj0,100.0,3241,1656,1,0.57186,136.218,531
imagery_fists_feet,subject_disjoint,20260919,subj0,1000.0,3241,1656,1,0.581522,282.771,252
imagery_fists_feet,subject_disjoint,20260919,subj1,0.0001,3264,1633,0.630515,0.585426,0.0350079,9
imagery_fists_feet,subject_disjoint,20260919,subj1,0.001,3264,1633,0.662071,0.600122,0.286491,11
imagery_fists_feet,subject_disjoint,20260919,subj1,0.01,3264,1633,0.761642,0.606246,1.65072,31
imagery_fists_feet,subject_disjoint,20260919,subj1,0.1,3264,1633,0.865502,0.611145,6.86264,104
imagery_fists_feet,subject_disjoint,20260919,subj1,1.0,3264,1633,0.954044,0.598285,22.9069,230
imagery_fists_feet,subject_disjoint,20260919,subj1,10.0,3264,1633,0.999694,0.58665,62.93,459
imagery_fists_feet,subject_disjoint,20260919,subj1,100.0,3264,1633,1,0.58665,125.868,389
imagery_fists_feet,subject_disjoint,20260919,subj1,1000.0,3264,1633,1,0.584201,228.52,216
imagery_fists_feet,subject_disjoint,20260919,subj2,0.0001,3289,1608,0.611736,0.551617,0.0376044,9
imagery_fists_feet,subject_disjoint,20260919,subj2,0.001,3289,1608,0.664944,0.595149,0.297083,14
imagery_fists_feet,subject_disjoint,20260919,subj2,0.01,3289,1608,0.753116,0.606965,1.63104,23
imagery_fists_feet,subject_disjoint,20260919,subj2,0.1,3289,1608,0.858316,0.590174,6.83552,96
imagery_fists_feet,subject_disjoint,20260919,subj2,1.0,3289,1608,0.952569,0.554726,22.9561,202
imagery_fists_feet,subject_disjoint,20260919,subj2,10.0,3289,1608,0.998784,0.546642,63.5533,425
imagery_fists_feet,subject_disjoint,20260919,subj2,100.0,3289,1608,1,0.540423,129.756,529
imagery_fists_feet,subject_disjoint,20260919,subj2,1000.0,3289,1608,1,0.55908,231.531,236
imagery_fists_feet,subject_disjoint,20260920,subj0,0.0001,3242,1655,0.620296,0.579456,0.0368726,10
imagery_fists_feet,subject_disjoint,20260920,subj0,0.001,3242,1655,0.65145,0.598187,0.290176,9
imagery_fists_feet,subject_disjoint,20260920,subj0,0.01,3242,1655,0.748304,0.603021,1.5949,26
imagery_fists_feet,subject_disjoint,20260920,subj0,0.1,3242,1655,0.862431,0.599396,6.67094,102
imagery_fists_feet,subject_disjoint,20260920,subj0,1.0,3242,1655,0.939543,0.596375,22.4804,219
imagery_fists_feet,subject_disjoint,20260920,subj0,10.0,3242,1655,0.999692,0.593353,64.3343,456
imagery_fists_feet,subject_disjoint,20260920,subj0,100.0,3242,1655,1,0.587915,136.491,505
imagery_fists_feet,subject_disjoint,20260920,subj0,1000.0,3242,1655,1,0.579456,256.357,222
imagery_fists_feet,subject_disjoint,20260920,subj1,0.0001,3279,1618,0.637389,0.608776,0.0329768,9
imagery_fists_feet,subject_disjoint,20260920,subj1,0.001,3279,1618,0.681,0.614339,0.277666,13
imagery_fists_feet,subject_disjoint,20260920,subj1,0.01,3279,1618,0.767002,0.612485,1.64108,35
imagery_fists_feet,subject_disjoint,20260920,subj1,0.1,3279,1618,0.855139,0.602596,6.7746,115
imagery_fists_feet,subject_disjoint,20260920,subj1,1.0,3279,1618,0.939311,0.590235,22.6189,237
imagery_fists_feet,subject_disjoint,20260920,subj1,10.0,3279,1618,0.99756,0.585909,64.041,496
imagery_fists_feet,subject_disjoint,20260920,subj1,100.0,3279,1618,1,0.588381,134.585,550
imagery_fists_feet,subject_disjoint,20260920,subj1,1000.0,3279,1618,1,0.587145,252.142,287
imagery_fists_feet,subject_disjoint,20260920,subj2,0.0001,3273,1624,0.632142,0.575739,0.0360259,10
imagery_fists_feet,subject_disjoint,20260920,subj2,0.001,3273,1624,0.669722,0.607143,0.29023,9
imagery_fists_feet,subject_disjoint,20260920,subj2,0.01,3273,1624,0.750382,0.633005,1.62921,27
imagery_fists_feet,subject_disjoint,20260920,subj2,0.1,3273,1624,0.856401,0.60899,6.8632,88
imagery_fists_feet,subject_disjoint,20260920,subj2,1.0,3273,1624,0.95417,0.586207,23.2022,233
imagery_fists_feet,subject_disjoint,20260920,subj2,10.0,3273,1624,0.999694,0.571429,62.8514,423
imagery_fists_feet,subject_disjoint,20260920,subj2,100.0,3273,1624,1,0.564039,126.121,444
imagery_fists_feet,subject_disjoint,20260920,subj2,1000.0,3273,1624,1,0.577586,233.298,213
real_fists_feet,trial_random,20260916,trial0,0.0001,3252,1627,0.619619,0.591887,0.0439958,11
real_fists_feet,trial_random,20260916,trial0,0.001,3252,1627,0.70941,0.690227,0.349693,14
real_fists_feet,trial_random,20260916,trial0,0.01,3252,1627,0.801046,0.758451,1.91386,41
real_fists_feet,trial_random,20260916,trial0,0.1,3252,1627,0.908364,0.796558,7.30202,106
real_fists_feet,trial_random,20260916,trial0,1.0,3252,1627,0.98155,0.775046,22.4554,222
real_fists_feet,trial_random,20260916,trial0,10.0,3252,1627,1,0.73571,53.9266,360
real_fists_feet,trial_random,20260916,trial0,100.0,3252,1627,1,0.732637,97.0902,308
real_fists_feet,trial_random,20260916,trial0,1000.0,3252,1627,1,0.755378,188.026,143
real_fists_feet,trial_random,20260916,trial1,0.0001,3253,1626,0.61451,0.578721,0.0460116,11
real_fists_feet,trial_random,20260916,trial1,0.001,3253,1626,0.711651,0.641451,0.361416,10
real_fists_feet,trial_random,20260916,trial1,0.01,3253,1626,0.812788,0.720787,1.957,42
real_fists_feet,trial_random,20260916,trial1,0.1,3253,1626,0.905318,0.768758,7.32287,95
real_fists_feet,trial_random,20260916,trial1,1.0,3253,1626,0.980941,0.745387,22.1178,206
real_fists_feet,trial_random,20260916,trial1,10.0,3253,1626,1,0.722632,52.9373,313
real_fists_feet,trial_random,20260916,trial1,100.0,3253,1626,1,0.724477,93.3726,312
real_fists_feet,trial_random,20260916,trial1,1000.0,3253,1626,1,0.731857,179.458,114
real_fists_feet,trial_random,20260916,trial2,0.0001,3253,1626,0.621887,0.583026,0.0452613,10
real_fists_feet,trial_random,20260916,trial2,0.001,3253,1626,0.711343,0.681427,0.355127,13
real_fists_feet,trial_random,20260916,trial2,0.01,3253,1626,0.814325,0.749077,1.94941,36
real_fists_feet,trial_random,20260916,trial2,0.1,3253,1626,0.903781,0.767528,7.33496,115
real_fists_feet,trial_random,20260916,trial2,1.0,3253,1626,0.976637,0.754613,22.1697,206
real_fists_feet,trial_random,20260916,trial2,10.0,3253,1626,1,0.740467,53.8349,299
real_fists_feet,trial_random,20260916,trial2,100.0,3253,1626,1,0.739237,97.5236,241
real_fists_feet,trial_random,20260916,trial2,1000.0,3253,1626,1,0.739237,168.843,164
real_fists_feet,trial_random,20260917,trial0,0.0001,3252,1627,0.608241,0.572833,0.045424,8
real_fists_feet,trial_random,20260917,trial0,0.001,3252,1627,0.707257,0.674247,0.350575,10
real_fists_feet,trial_random,20260917,trial0,0.01,3252,1627,0.807811,0.741242,1.91739,38
