task,protocol,seed,fold,metric,value,n,note
real_fists_feet,subject_disjoint,20260917,subj1,abs_cos_w_d_global,0.418682,73,
real_fists_feet,subject_disjoint,20260917,subj1,fraction_w_in_span_all_d_s,0.503806,73,
real_fists_feet,subject_disjoint,20260917,subj1,fraction_w_in_span_train_d_s,0.451985,73,
real_fists_feet,subject_disjoint,20260917,subj2,mean_abs_cos_w_d_s_train_subjects,0.145898,73,
real_fists_feet,subject_disjoint,20260917,subj2,mean_abs_cos_w_d_s_test_subjects,0.0749655,73,
real_fists_feet,subject_disjoint,20260917,subj2,abs_cos_w_d_global,0.432345,73,
real_fists_feet,subject_disjoint,20260917,subj2,fraction_w_in_span_all_d_s,0.444476,73,
real_fists_feet,subject_disjoint,20260917,subj2,fraction_w_in_span_train_d_s,0.397413,73,
real_fists_feet,subject_disjoint,20260918,subj0,mean_abs_cos_w_d_s_train_subjects,0.127149,72,
real_fists_feet,subject_disjoint,20260918,subj0,mean_abs_cos_w_d_s_test_subjects,0.0870944,72,
real_fists_feet,subject_disjoint,20260918,subj0,abs_cos_w_d_global,0.401234,72,
real_fists_feet,subject_disjoint,20260918,subj0,fraction_w_in_span_all_d_s,0.495922,72,
real_fists_feet,subject_disjoint,20260918,subj0,fraction_w_in_span_train_d_s,0.446222,72,
real_fists_feet,subject_disjoint,20260918,subj1,mean_abs_cos_w_d_s_train_subjects,0.137971,73,
real_fists_feet,subject_disjoint,20260918,subj1,mean_abs_cos_w_d_s_test_subjects,0.0876643,73,
real_fists_feet,subject_disjoint,20260918,subj1,abs_cos_w_d_global,0.438257,73,
real_fists_feet,subject_disjoint,20260918,subj1,fraction_w_in_span_all_d_s,0.483331,73,
real_fists_feet,subject_disjoint,20260918,subj1,fraction_w_in_span_train_d_s,0.449128,73,
real_fists_feet,subject_disjoint,20260918,subj2,mean_abs_cos_w_d_s_train_subjects,0.144008,73,
real_fists_feet,subject_disjoint,20260918,subj2,mean_abs_cos_w_d_s_test_subjects,0.0744686,73,
real_fists_feet,subject_disjoint,20260918,subj2,abs_cos_w_d_global,0.418648,73,
real_fists_feet,subject_disjoint,20260918,subj2,fraction_w_in_span_all_d_s,0.434672,73,
real_fists_feet,subject_disjoint,20260918,subj2,fraction_w_in_span_train_d_s,0.389475,73,
real_fists_feet,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_train_subjects,0.127669,72,
real_fists_feet,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_test_subjects,0.0927324,72,
real_fists_feet,subject_disjoint,20260919,subj0,abs_cos_w_d_global,0.409513,72,
real_fists_feet,subject_disjoint,20260919,subj0,fraction_w_in_span_all_d_s,0.462912,72,
real_fists_feet,subject_disjoint,20260919,subj0,fraction_w_in_span_train_d_s,0.427039,72,
real_fists_feet,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_train_subjects,0.137156,73,
real_fists_feet,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_test_subjects,0.0845786,73,
real_fists_feet,subject_disjoint,20260919,subj1,abs_cos_w_d_global,0.424088,73,
real_fists_feet,subject_disjoint,20260919,subj1,fraction_w_in_span_all_d_s,0.459885,73,
real_fists_feet,subject_disjoint,20260919,subj1,fraction_w_in_span_train_d_s,0.423488,73,
real_fists_feet,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_train_subjects,0.139461,73,
real_fists_feet,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_test_subjects,0.0695732,73,
real_fists_feet,subject_disjoint,20260919,subj2,abs_cos_w_d_global,0.412627,73,
real_fists_feet,subject_disjoint,20260919,subj2,fraction_w_in_span_all_d_s,0.463662,73,
real_fists_feet,subject_disjoint,20260919,subj2,fraction_w_in_span_train_d_s,0.412788,73,
real_fists_feet,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_train_subjects,0.141089,72,
real_fists_feet,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_test_subjects,0.0833939,72,
real_fists_feet,subject_disjoint,20260920,subj0,abs_cos_w_d_global,0.424621,72,
real_fists_feet,subject_disjoint,20260920,subj0,fraction_w_in_span_all_d_s,0.466431,72,
real_fists_feet,subject_disjoint,20260920,subj0,fraction_w_in_span_train_d_s,0.426352,72,
real_fists_feet,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_train_subjects,0.132268,73,
real_fists_feet,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_test_subjects,0.090106,73,
real_fists_feet,subject_disjoint,20260920,subj1,abs_cos_w_d_global,0.422684,73,
real_fists_feet,subject_disjoint,20260920,subj1,fraction_w_in_span_all_d_s,0.457227,73,
real_fists_feet,subject_disjoint,20260920,subj1,fraction_w_in_span_train_d_s,0.412737,73,
real_fists_feet,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_train_subjects,0.135167,73,
real_fists_feet,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_test_subjects,0.0750863,73,
real_fists_feet,subject_disjoint,20260920,subj2,abs_cos_w_d_global,0.409132,73,
real_fists_feet,subject_disjoint,20260920,subj2,fraction_w_in_span_all_d_s,0.487131,73,
real_fists_feet,subject_disjoint,20260920,subj2,fraction_w_in_span_train_d_s,0.443415,73,
