task,fold,subject,n_test,acc_full,acc_minus,delta,ref_distance
real_left_right_fist,trial0,65,12,0.833333,0.833333,0,0.0886369
real_left_right_fist,trial0,66,19,0.736842,0.736842,0,0.06548
real_left_right_fist,trial0,67,13,0.307692,0.307692,0,0.0985238
real_left_right_fist,trial0,68,15,0.533333,0.533333,0,0.100733
real_left_right_fist,trial0,69,18,0.722222,0.722222,0,0.0664082
real_left_right_fist,trial0,70,19,0.368421,0.368421,0,0.0482895
real_left_right_fist,trial0,71,13,0.692308,0.692308,0,0.0631784
real_left_right_fist,trial0,72,12,0.75,0.75,0,0.207967
real_left_right_fist,trial0,73,12,0.583333,0.583333,0,0.152248
real_left_right_fist,trial0,74,13,0.615385,0.615385,0,0.143253
real_left_right_fist,trial0,75,18,0.666667,0.666667,0,0.126133
real_left_right_fist,trial0,76,15,0.666667,0.666667,0,0.147854
real_left_right_fist,trial0,77,15,0.333333,0.333333,0,0.0935972
real_left_right_fist,trial0,78,18,0.444444,0.444444,0,0.0411767
real_left_right_fist,trial0,79,21,0.52381,0.52381,0,0.0984017
real_left_right_fist,trial0,80,18,0.611111,0.611111,0,0.0544395
real_left_right_fist,trial0,81,19,0.894737,0.894737,0,0.119251
real_left_right_fist,trial0,82,20,0.75,0.75,0,0.0470901
real_left_right_fist,trial0,83,7,0.857143,0.857143,0,0.139651
real_left_right_fist,trial0,84,16,0.3125,0.3125,0,0.126989
real_left_right_fist,trial0,85,14,0.714286,0.714286,0,0.0758856
real_left_right_fist,trial0,86,15,0.8,0.8,0,0.0969821
real_left_right_fist,trial0,87,19,0.526316,0.526316,0,0.0713718
real_left_right_fist,trial0,88,22,0.636364,0.636364,0,0.0857816
real_left_right_fist,trial0,89,9,0.666667,0.666667,0,0.286326
real_left_right_fist,trial0,90,13,0.692308,0.692308,0,0.0935154
real_left_right_fist,trial0,91,15,1,1,0,0.0903619
real_left_right_fist,trial0,92,24,0.708333,0.708333,0,0.09457
real_left_right_fist,trial0,93,17,0.823529,0.823529,0,0.0733954
real_left_right_fist,trial0,94,13,0.769231,0.769231,0,0.0990684
real_left_right_fist,trial0,95,16,0.75,0.75,0,0.12101
real_left_right_fist,trial0,96,14,0.785714,0.785714,0,0.0952677
real_left_right_fist,trial0,97,12,0.583333,0.583333,0,0.101423
real_left_right_fist,trial0,98,8,0.5,0.5,0,0.148543
real_left_right_fist,trial0,99,18,0.611111,0.611111,0,0.108314
real_left_right_fist,trial0,100,11,0.636364,0.636364,0,0.0901148
real_left_right_fist,trial0,101,15,0.6,0.6,0,0.0900526
real_left_right_fist,trial0,102,12,0.583333,0.583333,0,0.166708
real_left_right_fist,trial0,103,14,0.857143,0.857143,0,0.101644
real_left_right_fist,trial0,104,15,0.6,0.6,0,0.0460187
real_left_right_fist,trial0,105,9,0.666667,0.666667,0,0.102345
real_left_right_fist,trial0,106,12,0.583333,0.583333,0,0.116387
real_left_right_fist,trial0,107,18,0.888889,0.888889,0,0.0592327
real_left_right_fist,trial0,108,16,0.625,0.625,0,0.0646482
real_left_right_fist,trial0,109,14,0.785714,0.785714,0,0.124196
real_left_right_fist,trial1,1,20,0.8,0.8,0,0.0543873
real_left_right_fist,trial1,2,13,0.769231,0.769231,0,0.0547384
real_left_right_fist,trial1,3,16,0.6875,0.6875,0,0.0606015
real_left_right_fist,trial1,4,12,0.833333,0.833333,0,0.0997322
real_left_right_fist,trial1,5,15,0.533333,0.533333,0,0.0905628
real_left_right_fist,trial1,6,11,0.454545,0.454545,0,0.114542
real_left_right_fist,trial1,7,16,1,1,0,0.0721819
real_left_right_fist,trial1,8,12,0.666667,0.666667,0,0.0807279
real_left_right_fist,trial1,9,16,0.8125,0.8125,0,0.160665
real_left_right_fist,trial1,10,14,0.714286,0.714286,0,0.0678852
real_left_right_fist,trial1,11,14,0.357143,0.357143,0,0.126567
real_left_right_fist,trial1,12,22,0.727273,0.727273,0,0.087657
real_left_right_fist,trial1,13,11,0.818182,0.818182,0,0.15987
real_left_right_fist,trial1,14,14,0.714286,0.714286,0,0.0723039
real_left_right_fist,trial1,15,12,0.583333,0.583333,0,0.107733
real_left_right_fist,trial1,16,20,0.85,0.85,0,0.0663853
real_left_right_fist,trial1,17,17,0.705882,0.705882,0,0.121892
real_left_right_fist,trial1,18,19,0.842105,0.842105,0,0.176307
real_left_right_fist,trial1,19,18,0.722222,0.722222,0,0.0699665
real_left_right_fist,trial1,20,14,0.571429,0.571429,0,0.183585
real_left_right_fist,trial1,21,12,0.75,0.75,0,0.141815
real_left_right_fist,trial1,22,16,0.875,0.875,0,0.109952
real_left_right_fist,trial1,23,12,0.5,0.5,0,0.0980257
real_left_right_fist,trial1,24,18,0.666667,0.666667,0,0.0933106
real_left_right_fist,trial1,25,14,0.785714,0.785714,0,0.117167
real_left_right_fist,trial1,26,21,0.904762,0.904762,0,0.120044
real_left_right_fist,trial1,27,20,0.65,0.65,0,0.059293
real_left_right_fist,trial1,28,19,0.684211,0.684211,0,0.0810112
real_left_right_fist,trial1,29,13,0.769231,0.769231,0,0.140527
real_left_right_fist,trial1,30,13,0.538462,0.538462,0,0.242679
real_left_right_fist,trial1,31,15,0.8,0.8,0,0.0561678
real_left_right_fist,trial1,32,14,1,1,0,0.100185
real_left_right_fist,trial1,33,18,0.944444,0.944444,0,0.0479531
real_left_right_fist,trial1,34,16,0.8125,0.8125,0,0.12419
real_left_right_fist,trial1,35,15,0.8,0.8,0,0.135424
real_left_right_fist,trial1,36,20,0.75,0.75,0,0.0580872
real_left_right_fist,trial1,37,14,0.714286,0.714286,0,0.178586
real_left_right_fist,trial1,38,20,0.55,0.55,0,0.0627285
real_left_right_fist,trial1,39,13,0.769231,0.769231,0,0.121604
real_left_right_fist,trial1,40,19,0.842105,0.842105,0,0.0658464
real_left_right_fist,trial1,41,14,0.642857,0.642857,0,0.180913
real_left_right_fist,trial1,42,14,0.928571,0.928571,0,0.162873
real_left_right_fist,trial1,43,15,0.733333,0.733333,0,0.104326
real_left_right_fist,trial1,44,9,0.444444,0.444444,0,0.120525
real_left_right_fist,trial1,45,16,0.6875,0.6875,0,0.0700461
real_left_right_fist,trial1,46,11,0.545455,0.545455,0,0.0755369
real_left_right_fist,trial1,47,13,0.538462,0.538462,0,0.176638
real_left_right_fist,trial1,48,18,1,1,0,0.135111
real_left_right_fist,trial1,49,15,0.933333,0.933333,0,0.102596
real_left_right_fist,trial1,50,21,0.904762,0.904762,0,0.0608742
real_left_right_fist,trial1,51,11,0.636364,0.636364,0,0.244391
real_left_right_fist,trial1,52,18,0.777778,0.777778,0,0.0795792
real_left_right_fist,trial1,53,12,0.583333,0.583333,0,0.128811
real_left_right_fist,trial1,54,18,0.722222,0.722222,0,0.0690913
real_left_right_fist,trial1,55,14,0.857143,0.857143,0,0.209488
real_left_right_fist,trial1,56,15,0.733333,0.733333,0,0.13761
real_left_right_fist,trial1,57,15,0.933333,0.933333,0,0.072569
real_left_right_fist,trial1,58,12,0.416667,0.416667,0,0.0966354
real_left_right_fist,trial1,59,19,0.368421,0.421053,-0.0526316,0.0654142
real_left_right_fist,trial1,60,11,0.727273,0.727273,0,0.134506
real_left_right_fist,trial1,61,13,0.538462,0.538462,0,0.0856676
real_left_right_fist,trial1,62,22,0.681818,0.681818,0,0.103594
real_left_right_fist,trial1,63,19,0.578947,0.578947,0,0.0691077
real_left_right_fist,trial1,64,14,0.714286,0.714286,0,0.155071
real_left_right_fist,trial1,65,16,0.625,0.625,0,0.0764879
real_left_right_fist,trial1,66,13,0.692308,0.692308,0,0.0801756
real_left_right_fist,trial1,67,13,0.615385,0.615385,0,0.0990945
real_left_right_fist,trial1,68,12,0.333333,0.333333,0,0.108868
real_left_right_fist,trial1,69,15,0.666667,0.666667,0,0.0724362
real_left_right_fist,trial1,70,12,0.416667,0.416667,0,0.0600211
real_left_right_fist,trial1,71,11,0.545455,0.545455,0,0.0649685
real_left_right_fist,trial1,72,12,0.583333,0.583333,0,0.206665
