task,model,N,d,draw,protocol,mean_acc,n_subjects,n_trials
real_left_right_fist,riemann_ts_lr,18,512,7,subject_disjoint,0.617917,18,826
real_left_right_fist,riemann_ts_lr,18,2080,7,subject_disjoint,0.61438,18,826
real_left_right_fist,csp_lda,18,6,7,subject_disjoint,0.548623,18,826
real_left_right_fist,riemann_ts_lr,18,8,8,trial_random,0.473016,18,801
real_left_right_fist,riemann_ts_lr,18,32,8,trial_random,0.538801,18,801
real_left_right_fist,riemann_ts_lr,18,128,8,trial_random,0.651499,18,801
real_left_right_fist,riemann_ts_lr,18,512,8,trial_random,0.681658,18,801
real_left_right_fist,riemann_ts_lr,18,2080,8,trial_random,0.677778,18,801
real_left_right_fist,csp_lda,18,6,8,trial_random,0.52769,18,801
real_left_right_fist,riemann_ts_lr,18,8,8,subject_disjoint,0.526984,18,801
real_left_right_fist,riemann_ts_lr,18,32,8,subject_disjoint,0.532981,18,801
real_left_right_fist,riemann_ts_lr,18,128,8,subject_disjoint,0.584921,18,801
real_left_right_fist,riemann_ts_lr,18,512,8,subject_disjoint,0.622751,18,801
real_left_right_fist,riemann_ts_lr,18,2080,8,subject_disjoint,0.62037,18,801
real_left_right_fist,csp_lda,18,6,8,subject_disjoint,0.562963,18,801
real_left_right_fist,riemann_ts_lr,18,8,9,trial_random,0.458245,18,795
real_left_right_fist,riemann_ts_lr,18,32,9,trial_random,0.580159,18,795
real_left_right_fist,riemann_ts_lr,18,128,9,trial_random,0.725926,18,795
real_left_right_fist,riemann_ts_lr,18,512,9,trial_random,0.724912,18,795
real_left_right_fist,riemann_ts_lr,18,2080,9,trial_random,0.72112,18,795
real_left_right_fist,csp_lda,18,6,9,trial_random,0.532716,18,795
real_left_right_fist,riemann_ts_lr,18,8,9,subject_disjoint,0.516667,18,795
real_left_right_fist,riemann_ts_lr,18,32,9,subject_disjoint,0.604938,18,795
real_left_right_fist,riemann_ts_lr,18,128,9,subject_disjoint,0.60776,18,795
real_left_right_fist,riemann_ts_lr,18,512,9,subject_disjoint,0.620899,18,795
real_left_right_fist,riemann_ts_lr,18,2080,9,subject_disjoint,0.619665,18,795
real_left_right_fist,csp_lda,18,6,9,subject_disjoint,0.636508,18,795
real_left_right_fist,riemann_ts_lr,36,8,0,trial_random,0.473986,36,1608
real_left_right_fist,riemann_ts_lr,36,32,0,trial_random,0.474515,36,1608
real_left_right_fist,riemann_ts_lr,36,128,0,trial_random,0.722332,36,1608
real_left_right_fist,riemann_ts_lr,36,512,0,trial_random,0.720216,36,1608
real_left_right_fist,riemann_ts_lr,36,2080,0,trial_random,0.710957,36,1608
real_left_right_fist,csp_lda,36,6,0,trial_random,0.545833,36,1608
real_left_right_fist,riemann_ts_lr,36,8,0,subject_disjoint,0.526543,36,1608
real_left_right_fist,riemann_ts_lr,36,32,0,subject_disjoint,0.533642,36,1608
real_left_right_fist,riemann_ts_lr,36,128,0,subject_disjoint,0.657055,36,1608
real_left_right_fist,riemann_ts_lr,36,512,0,subject_disjoint,0.647046,36,1608
real_left_right_fist,riemann_ts_lr,36,2080,0,subject_disjoint,0.636287,36,1608
real_left_right_fist,csp_lda,36,6,0,subject_disjoint,0.555247,36,1608
real_left_right_fist,riemann_ts_lr,36,8,1,trial_random,0.469451,36,1617
real_left_right_fist,riemann_ts_lr,36,32,1,trial_random,0.473819,36,1617
real_left_right_fist,riemann_ts_lr,36,128,1,trial_random,0.715258,36,1617
real_left_right_fist,riemann_ts_lr,36,512,1,trial_random,0.72901,36,1617
real_left_right_fist,riemann_ts_lr,36,2080,1,trial_random,0.72108,36,1617
real_left_right_fist,csp_lda,36,6,1,trial_random,0.523652,36,1617
real_left_right_fist,riemann_ts_lr,36,8,1,subject_disjoint,0.504166,36,1617
real_left_right_fist,riemann_ts_lr,36,32,1,subject_disjoint,0.541697,36,1617
real_left_right_fist,riemann_ts_lr,36,128,1,subject_disjoint,0.598668,36,1617
real_left_right_fist,riemann_ts_lr,36,512,1,subject_disjoint,0.610262,36,1617
real_left_right_fist,riemann_ts_lr,36,2080,1,subject_disjoint,0.603917,36,1617
real_left_right_fist,csp_lda,36,6,1,subject_disjoint,0.531461,36,1617
real_left_right_fist,riemann_ts_lr,36,8,2,trial_random,0.490708,36,1635
real_left_right_fist,riemann_ts_lr,36,32,2,trial_random,0.471559,36,1635
real_left_right_fist,riemann_ts_lr,36,128,2,trial_random,0.735081,36,1635
real_left_right_fist,riemann_ts_lr,36,512,2,trial_random,0.723213,36,1635
real_left_right_fist,riemann_ts_lr,36,2080,2,trial_random,0.704421,36,1635
real_left_right_fist,csp_lda,36,6,2,trial_random,0.546665,36,1635
real_left_right_fist,riemann_ts_lr,36,8,2,subject_disjoint,0.523726,36,1635
real_left_right_fist,riemann_ts_lr,36,32,2,subject_disjoint,0.544505,36,1635
real_left_right_fist,riemann_ts_lr,36,128,2,subject_disjoint,0.627425,36,1635
real_left_right_fist,riemann_ts_lr,36,512,2,subject_disjoint,0.621682,36,1635
real_left_right_fist,riemann_ts_lr,36,2080,2,subject_disjoint,0.616365,36,1635
real_left_right_fist,csp_lda,36,6,2,subject_disjoint,0.557595,36,1635
real_left_right_fist,riemann_ts_lr,36,8,3,trial_random,0.48351,36,1612
real_left_right_fist,riemann_ts_lr,36,32,3,trial_random,0.477886,36,1612
real_left_right_fist,riemann_ts_lr,36,128,3,trial_random,0.731127,36,1612
real_left_right_fist,riemann_ts_lr,36,512,3,trial_random,0.743953,36,1612
real_left_right_fist,riemann_ts_lr,36,2080,3,trial_random,0.736265,36,1612
real_left_right_fist,csp_lda,36,6,3,trial_random,0.565844,36,1612
real_left_right_fist,riemann_ts_lr,36,8,3,subject_disjoint,0.523501,36,1612
real_left_right_fist,riemann_ts_lr,36,32,3,subject_disjoint,0.539021,36,1612
real_left_right_fist,riemann_ts_lr,36,128,3,subject_disjoint,0.608055,36,1612
real_left_right_fist,riemann_ts_lr,36,512,3,subject_disjoint,0.618661,36,1612
real_left_right_fist,riemann_ts_lr,36,2080,3,subject_disjoint,0.636121,36,1612
real_left_right_fist,csp_lda,36,6,3,subject_disjoint,0.572222,36,1612
real_left_right_fist,riemann_ts_lr,36,8,4,trial_random,0.466555,36,1623
real_left_right_fist,riemann_ts_lr,36,32,4,trial_random,0.494864,36,1623
real_left_right_fist,riemann_ts_lr,36,128,4,trial_random,0.721665,36,1623
real_left_right_fist,riemann_ts_lr,36,512,4,trial_random,0.727866,36,1623
real_left_right_fist,riemann_ts_lr,36,2080,4,trial_random,0.71905,36,1623
real_left_right_fist,csp_lda,36,6,4,trial_random,0.537257,36,1623
real_left_right_fist,riemann_ts_lr,36,8,4,subject_disjoint,0.504653,36,1623
real_left_right_fist,riemann_ts_lr,36,32,4,subject_disjoint,0.556519,36,1623
real_left_right_fist,riemann_ts_lr,36,128,4,subject_disjoint,0.610387,36,1623
real_left_right_fist,riemann_ts_lr,36,512,4,subject_disjoint,0.603769,36,1623
real_left_right_fist,riemann_ts_lr,36,2080,4,subject_disjoint,0.603595,36,1623
real_left_right_fist,csp_lda,36,6,4,subject_disjoint,0.552511,36,1623
real_left_right_fist,riemann_ts_lr,36,8,5,trial_random,0.481802,36,1611
real_left_right_fist,riemann_ts_lr,36,32,5,trial_random,0.460631,36,1611
real_left_right_fist,riemann_ts_lr,36,128,5,trial_random,0.711001,36,1611
real_left_right_fist,riemann_ts_lr,36,512,5,trial_random,0.700606,36,1611
real_left_right_fist,riemann_ts_lr,36,2080,5,trial_random,0.714612,36,1611
real_left_right_fist,csp_lda,36,6,5,trial_random,0.512883,36,1611
real_left_right_fist,riemann_ts_lr,36,8,5,subject_disjoint,0.514088,36,1611
real_left_right_fist,riemann_ts_lr,36,32,5,subject_disjoint,0.532294,36,1611
real_left_right_fist,riemann_ts_lr,36,128,5,subject_disjoint,0.642487,36,1611
real_left_right_fist,riemann_ts_lr,36,512,5,subject_disjoint,0.609742,36,1611
real_left_right_fist,riemann_ts_lr,36,2080,5,subject_disjoint,0.623763,36,1611
real_left_right_fist,csp_lda,36,6,5,subject_disjoint,0.532435,36,1611
real_left_right_fist,riemann_ts_lr,36,8,6,trial_random,0.470039,36,1614
real_left_right_fist,riemann_ts_lr,36,32,6,trial_random,0.476216,36,1614
real_left_right_fist,riemann_ts_lr,36,128,6,trial_random,0.694057,36,1614
real_left_right_fist,riemann_ts_lr,36,512,6,trial_random,0.696612,36,1614
real_left_right_fist,riemann_ts_lr,36,2080,6,trial_random,0.701585,36,1614
real_left_right_fist,csp_lda,36,6,6,trial_random,0.52063,36,1614
real_left_right_fist,riemann_ts_lr,36,8,6,subject_disjoint,0.503987,36,1614
real_left_right_fist,riemann_ts_lr,36,32,6,subject_disjoint,0.544783,36,1614
real_left_right_fist,riemann_ts_lr,36,128,6,subject_disjoint,0.574561,36,1614
real_left_right_fist,riemann_ts_lr,36,512,6,subject_disjoint,0.580985,36,1614
real_left_right_fist,riemann_ts_lr,36,2080,6,subject_disjoint,0.571025,36,1614
real_left_right_fist,csp_lda,36,6,6,subject_disjoint,0.544389,36,1614
real_left_right_fist,riemann_ts_lr,36,8,7,trial_random,0.484373,36,1623
real_left_right_fist,riemann_ts_lr,36,32,7,trial_random,0.492398,36,1623
real_left_right_fist,riemann_ts_lr,36,128,7,trial_random,0.736202,36,1623
real_left_right_fist,riemann_ts_lr,36,512,7,trial_random,0.731363,36,1623
real_left_right_fist,riemann_ts_lr,36,2080,7,trial_random,0.724127,36,1623
real_left_right_fist,csp_lda,36,6,7,trial_random,0.546591,36,1623
real_left_right_fist,riemann_ts_lr,36,8,7,subject_disjoint,0.514216,36,1623
real_left_right_fist,riemann_ts_lr,36,32,7,subject_disjoint,0.541736,36,1623
real_left_right_fist,riemann_ts_lr,36,128,7,subject_disjoint,0.620048,36,1623
real_left_right_fist,riemann_ts_lr,36,512,7,subject_disjoint,0.627543,36,1623
real_left_right_fist,riemann_ts_lr,36,2080,7,subject_disjoint,0.606154,36,1623
real_left_right_fist,csp_lda,36,6,7,subject_disjoint,0.585167,36,1623
real_left_right_fist,riemann_ts_lr,36,8,8,trial_random,0.483774,36,1608
real_left_right_fist,riemann_ts_lr,36,32,8,trial_random,0.456834,36,1608
real_left_right_fist,riemann_ts_lr,36,128,8,trial_random,0.692284,36,1608
real_left_right_fist,riemann_ts_lr,36,512,8,trial_random,0.721296,36,1608
real_left_right_fist,riemann_ts_lr,36,2080,8,trial_random,0.698148,36,1608
real_left_right_fist,csp_lda,36,6,8,trial_random,0.526984,36,1608
real_left_right_fist,riemann_ts_lr,36,8,8,subject_disjoint,0.504277,36,1608
real_left_right_fist,riemann_ts_lr,36,32,8,subject_disjoint,0.53254,36,1608
real_left_right_fist,riemann_ts_lr,36,128,8,subject_disjoint,0.601543,36,1608
real_left_right_fist,riemann_ts_lr,36,512,8,subject_disjoint,0.587787,36,1608
real_left_right_fist,riemann_ts_lr,36,2080,8,subject_disjoint,0.596032,36,1608
real_left_right_fist,csp_lda,36,6,8,subject_disjoint,0.526323,36,1608
real_left_right_fist,riemann_ts_lr,36,8,9,trial_random,0.483862,36,1596
real_left_right_fist,riemann_ts_lr,36,32,9,trial_random,0.488294,36,1596
real_left_right_fist,riemann_ts_lr,36,128,9,trial_random,0.726918,36,1596
real_left_right_fist,riemann_ts_lr,36,512,9,trial_random,0.72608,36,1596
real_left_right_fist,riemann_ts_lr,36,2080,9,trial_random,0.719356,36,1596
real_left_right_fist,csp_lda,36,6,9,trial_random,0.539087,36,1596
real_left_right_fist,riemann_ts_lr,36,8,9,subject_disjoint,0.516093,36,1596
real_left_right_fist,riemann_ts_lr,36,32,9,subject_disjoint,0.54515,36,1596
real_left_right_fist,riemann_ts_lr,36,128,9,subject_disjoint,0.624162,36,1596
real_left_right_fist,riemann_ts_lr,36,512,9,subject_disjoint,0.619378,36,1596
real_left_right_fist,riemann_ts_lr,36,2080,9,subject_disjoint,0.616071,36,1596
real_left_right_fist,csp_lda,36,6,9,subject_disjoint,0.560295,36,1596
real_left_right_fist,riemann_ts_lr,72,8,0,trial_random,0.508931,72,3216
real_left_right_fist,riemann_ts_lr,72,32,0,trial_random,0.50091,72,3216
real_left_right_fist,riemann_ts_lr,72,128,0,trial_random,0.708817,72,3216
real_left_right_fist,riemann_ts_lr,72,512,0,trial_random,0.733413,72,3216
real_left_right_fist,riemann_ts_lr,72,2080,0,trial_random,0.717116,72,3216
real_left_right_fist,csp_lda,72,6,0,trial_random,0.560432,72,3216
real_left_right_fist,riemann_ts_lr,72,8,0,subject_disjoint,0.521859,72,3216
real_left_right_fist,riemann_ts_lr,72,32,0,subject_disjoint,0.536962,72,3216
real_left_right_fist,riemann_ts_lr,72,128,0,subject_disjoint,0.634036,72,3216
real_left_right_fist,riemann_ts_lr,72,512,0,subject_disjoint,0.648697,72,3216
real_left_right_fist,riemann_ts_lr,72,2080,0,subject_disjoint,0.625777,72,3216
real_left_right_fist,csp_lda,72,6,0,subject_disjoint,0.585445,72,3216
real_left_right_fist,riemann_ts_lr,72,8,1,trial_random,0.494041,72,3247
real_left_right_fist,riemann_ts_lr,72,32,1,trial_random,0.504729,72,3247
real_left_right_fist,riemann_ts_lr,72,128,1,trial_random,0.727054,72,3247
real_left_right_fist,riemann_ts_lr,72,512,1,trial_random,0.745553,72,3247
real_left_right_fist,riemann_ts_lr,72,2080,1,trial_random,0.726475,72,3247
real_left_right_fist,csp_lda,72,6,1,trial_random,0.566524,72,3247
real_left_right_fist,riemann_ts_lr,72,8,1,subject_disjoint,0.52492,72,3247
real_left_right_fist,riemann_ts_lr,72,32,1,subject_disjoint,0.555761,72,3247
real_left_right_fist,riemann_ts_lr,72,128,1,subject_disjoint,0.656642,72,3247
real_left_right_fist,riemann_ts_lr,72,512,1,subject_disjoint,0.653062,72,3247
real_left_right_fist,riemann_ts_lr,72,2080,1,subject_disjoint,0.648567,72,3247
real_left_right_fist,csp_lda,72,6,1,subject_disjoint,0.580987,72,3247
real_left_right_fist,riemann_ts_lr,72,8,2,trial_random,0.495805,72,3223
real_left_right_fist,riemann_ts_lr,72,32,2,trial_random,0.516714,72,3223
real_left_right_fist,riemann_ts_lr,72,128,2,trial_random,0.718844,72,3223
real_left_right_fist,riemann_ts_lr,72,512,2,trial_random,0.740157,72,3223
real_left_right_fist,riemann_ts_lr,72,2080,2,trial_random,0.725045,72,3223
real_left_right_fist,csp_lda,72,6,2,trial_random,0.5528,72,3223
real_left_right_fist,riemann_ts_lr,72,8,2,subject_disjoint,0.522083,72,3223
real_left_right_fist,riemann_ts_lr,72,32,2,subject_disjoint,0.552159,72,3223
real_left_right_fist,riemann_ts_lr,72,128,2,subject_disjoint,0.644398,72,3223
real_left_right_fist,riemann_ts_lr,72,512,2,subject_disjoint,0.647417,72,3223
real_left_right_fist,riemann_ts_lr,72,2080,2,subject_disjoint,0.641181,72,3223
real_left_right_fist,csp_lda,72,6,2,subject_disjoint,0.585886,72,3223
real_left_right_fist,riemann_ts_lr,72,8,3,trial_random,0.472213,72,3247
real_left_right_fist,riemann_ts_lr,72,32,3,trial_random,0.505352,72,3247
real_left_right_fist,riemann_ts_lr,72,128,3,trial_random,0.710878,72,3247
real_left_right_fist,riemann_ts_lr,72,512,3,trial_random,0.718939,72,3247
real_left_right_fist,riemann_ts_lr,72,2080,3,trial_random,0.702697,72,3247
real_left_right_fist,csp_lda,72,6,3,trial_random,0.555517,72,3247
real_left_right_fist,riemann_ts_lr,72,8,3,subject_disjoint,0.509816,72,3247
real_left_right_fist,riemann_ts_lr,72,32,3,subject_disjoint,0.535967,72,3247
real_left_right_fist,riemann_ts_lr,72,128,3,subject_disjoint,0.642555,72,3247
real_left_right_fist,riemann_ts_lr,72,512,3,subject_disjoint,0.625283,72,3247
real_left_right_fist,riemann_ts_lr,72,2080,3,subject_disjoint,0.613323,72,3247
real_left_right_fist,csp_lda,72,6,3,subject_disjoint,0.570872,72,3247
real_left_right_fist,riemann_ts_lr,72,8,4,trial_random,0.490897,72,3229
real_left_right_fist,riemann_ts_lr,72,32,4,trial_random,0.508498,72,3229
real_left_right_fist,riemann_ts_lr,72,128,4,trial_random,0.712128,72,3229
real_left_right_fist,riemann_ts_lr,72,512,4,trial_random,0.735641,72,3229
real_left_right_fist,riemann_ts_lr,72,2080,4,trial_random,0.718243,72,3229
real_left_right_fist,csp_lda,72,6,4,trial_random,0.546504,72,3229
real_left_right_fist,riemann_ts_lr,72,8,4,subject_disjoint,0.512398,72,3229
real_left_right_fist,riemann_ts_lr,72,32,4,subject_disjoint,0.538564,72,3229
real_left_right_fist,riemann_ts_lr,72,128,4,subject_disjoint,0.644136,72,3229
real_left_right_fist,riemann_ts_lr,72,512,4,subject_disjoint,0.650344,72,3229
real_left_right_fist,riemann_ts_lr,72,2080,4,subject_disjoint,0.640128,72,3229
real_left_right_fist,csp_lda,72,6,4,subject_disjoint,0.573918,72,3229
real_left_right_fist,riemann_ts_lr,72,8,5,trial_random,0.508658,72,3241
real_left_right_fist,riemann_ts_lr,72,32,5,trial_random,0.504789,72,3241
real_left_right_fist,riemann_ts_lr,72,128,5,trial_random,0.732152,72,3241
real_left_right_fist,riemann_ts_lr,72,512,5,trial_random,0.732812,72,3241
real_left_right_fist,riemann_ts_lr,72,2080,5,trial_random,0.737363,72,3241
real_left_right_fist,csp_lda,72,6,5,trial_random,0.511591,72,3241
real_left_right_fist,riemann_ts_lr,72,8,5,subject_disjoint,0.520546,72,3241
real_left_right_fist,riemann_ts_lr,72,32,5,subject_disjoint,0.534994,72,3241
real_left_right_fist,riemann_ts_lr,72,128,5,subject_disjoint,0.647919,72,3241
real_left_right_fist,riemann_ts_lr,72,512,5,subject_disjoint,0.630687,72,3241
real_left_right_fist,riemann_ts_lr,72,2080,5,subject_disjoint,0.622524,72,3241
real_left_right_fist,csp_lda,72,6,5,subject_disjoint,0.549488,72,3241
real_left_right_fist,riemann_ts_lr,72,8,6,trial_random,0.500086,72,3241
real_left_right_fist,riemann_ts_lr,72,32,6,trial_random,0.536316,72,3241
real_left_right_fist,riemann_ts_lr,72,128,6,trial_random,0.728353,72,3241
real_left_right_fist,riemann_ts_lr,72,512,6,trial_random,0.740336,72,3241
real_left_right_fist,riemann_ts_lr,72,2080,6,trial_random,0.727734,72,3241
real_left_right_fist,csp_lda,72,6,6,trial_random,0.56159,72,3241
real_left_right_fist,riemann_ts_lr,72,8,6,subject_disjoint,0.508929,72,3241
real_left_right_fist,riemann_ts_lr,72,32,6,subject_disjoint,0.549441,72,3241
real_left_right_fist,riemann_ts_lr,72,128,6,subject_disjoint,0.641523,72,3241
real_left_right_fist,riemann_ts_lr,72,512,6,subject_disjoint,0.637702,72,3241
real_left_right_fist,riemann_ts_lr,72,2080,6,subject_disjoint,0.628726,72,3241
real_left_right_fist,csp_lda,72,6,6,subject_disjoint,0.560144,72,3241
real_left_right_fist,riemann_ts_lr,72,8,7,trial_random,0.507209,72,3238
real_left_right_fist,riemann_ts_lr,72,32,7,trial_random,0.504938,72,3238
real_left_right_fist,riemann_ts_lr,72,128,7,trial_random,0.709963,72,3238
real_left_right_fist,riemann_ts_lr,72,512,7,trial_random,0.729886,72,3238
real_left_right_fist,riemann_ts_lr,72,2080,7,trial_random,0.719719,72,3238
real_left_right_fist,csp_lda,72,6,7,trial_random,0.559811,72,3238
real_left_right_fist,riemann_ts_lr,72,8,7,subject_disjoint,0.516793,72,3238
real_left_right_fist,riemann_ts_lr,72,32,7,subject_disjoint,0.55224,72,3238
real_left_right_fist,riemann_ts_lr,72,128,7,subject_disjoint,0.637772,72,3238
real_left_right_fist,riemann_ts_lr,72,512,7,subject_disjoint,0.650204,72,3238
real_left_right_fist,riemann_ts_lr,72,2080,7,subject_disjoint,0.639418,72,3238
real_left_right_fist,csp_lda,72,6,7,subject_disjoint,0.578413,72,3238
real_left_right_fist,riemann_ts_lr,72,8,8,trial_random,0.495178,72,3238
real_left_right_fist,riemann_ts_lr,72,32,8,trial_random,0.501941,72,3238
real_left_right_fist,riemann_ts_lr,72,128,8,trial_random,0.701194,72,3238
real_left_right_fist,riemann_ts_lr,72,512,8,trial_random,0.727709,72,3238
real_left_right_fist,riemann_ts_lr,72,2080,8,trial_random,0.7105,72,3238
real_left_right_fist,csp_lda,72,6,8,trial_random,0.538291,72,3238
real_left_right_fist,riemann_ts_lr,72,8,8,subject_disjoint,0.511595,72,3238
real_left_right_fist,riemann_ts_lr,72,32,8,subject_disjoint,0.540083,72,3238
real_left_right_fist,riemann_ts_lr,72,128,8,subject_disjoint,0.641283,72,3238
real_left_right_fist,riemann_ts_lr,72,512,8,subject_disjoint,0.644586,72,3238
real_left_right_fist,riemann_ts_lr,72,2080,8,subject_disjoint,0.630289,72,3238
real_left_right_fist,csp_lda,72,6,8,subject_disjoint,0.579538,72,3238
real_left_right_fist,riemann_ts_lr,72,8,9,trial_random,0.498617,72,3240
real_left_right_fist,riemann_ts_lr,72,32,9,trial_random,0.497119,72,3240
real_left_right_fist,riemann_ts_lr,72,128,9,trial_random,0.716893,72,3240
real_left_right_fist,riemann_ts_lr,72,512,9,trial_random,0.721193,72,3240
real_left_right_fist,riemann_ts_lr,72,2080,9,trial_random,0.7187,72,3240
real_left_right_fist,csp_lda,72,6,9,trial_random,0.533044,72,3240
real_left_right_fist,riemann_ts_lr,72,8,9,subject_disjoint,0.515643,72,3240
real_left_right_fist,riemann_ts_lr,72,32,9,subject_disjoint,0.538971,72,3240
real_left_right_fist,riemann_ts_lr,72,128,9,subject_disjoint,0.65531,72,3240
real_left_right_fist,riemann_ts_lr,72,512,9,subject_disjoint,0.652003,72,3240
real_left_right_fist,riemann_ts_lr,72,2080,9,subject_disjoint,0.63609,72,3240
real_left_right_fist,csp_lda,72,6,9,subject_disjoint,0.556498,72,3240
real_left_right_fist,riemann_ts_lr,109,8,0,trial_random,0.497148,109,4897
real_left_right_fist,riemann_ts_lr,109,32,0,trial_random,0.524003,109,4897
real_left_right_fist,riemann_ts_lr,109,128,0,trial_random,0.689733,109,4897
real_left_right_fist,riemann_ts_lr,109,512,0,trial_random,0.727125,109,4897
real_left_right_fist,riemann_ts_lr,109,2080,0,trial_random,0.698144,109,4897
real_left_right_fist,csp_lda,109,6,0,trial_random,0.552404,109,4897
real_left_right_fist,riemann_ts_lr,109,8,0,subject_disjoint,0.519118,109,4897
real_left_right_fist,riemann_ts_lr,109,32,0,subject_disjoint,0.548723,109,4897
real_left_right_fist,riemann_ts_lr,109,128,0,subject_disjoint,0.6454,109,4897
real_left_right_fist,riemann_ts_lr,109,512,0,subject_disjoint,0.657957,109,4897
real_left_right_fist,riemann_ts_lr,109,2080,0,subject_disjoint,0.642684,109,4897
real_left_right_fist,csp_lda,109,6,0,subject_disjoint,0.580213,109,4897
imagery_fists_feet,riemann_ts_lr,9,8,0,trial_random,0.42716,9,405
imagery_fists_feet,riemann_ts_lr,9,32,0,trial_random,0.674074,9,405
imagery_fists_feet,riemann_ts_lr,9,128,0,trial_random,0.659259,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,0,trial_random,0.666667,9,405
imagery_fists_feet,csp_lda,9,6,0,trial_random,0.540741,9,405
imagery_fists_feet,riemann_ts_lr,9,8,0,subject_disjoint,0.528395,9,405
imagery_fists_feet,riemann_ts_lr,9,32,0,subject_disjoint,0.639506,9,405
imagery_fists_feet,riemann_ts_lr,9,128,0,subject_disjoint,0.62716,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,0,subject_disjoint,0.632099,9,405
imagery_fists_feet,csp_lda,9,6,0,subject_disjoint,0.523457,9,405
imagery_fists_feet,riemann_ts_lr,9,8,1,trial_random,0.42869,9,400
imagery_fists_feet,riemann_ts_lr,9,32,1,trial_random,0.569132,9,400
imagery_fists_feet,riemann_ts_lr,9,128,1,trial_random,0.591284,9,400
imagery_fists_feet,riemann_ts_lr,9,2080,1,trial_random,0.601858,9,400
imagery_fists_feet,csp_lda,9,6,1,trial_random,0.530032,9,400
imagery_fists_feet,riemann_ts_lr,9,8,1,subject_disjoint,0.537738,9,400
imagery_fists_feet,riemann_ts_lr,9,32,1,subject_disjoint,0.567253,9,400
imagery_fists_feet,riemann_ts_lr,9,128,1,subject_disjoint,0.50235,9,400
imagery_fists_feet,riemann_ts_lr,9,2080,1,subject_disjoint,0.497765,9,400
imagery_fists_feet,csp_lda,9,6,1,subject_disjoint,0.541803,9,400
imagery_fists_feet,riemann_ts_lr,9,8,2,trial_random,0.437302,9,393
imagery_fists_feet,riemann_ts_lr,9,32,2,trial_random,0.693651,9,393
imagery_fists_feet,riemann_ts_lr,9,128,2,trial_random,0.688889,9,393
imagery_fists_feet,riemann_ts_lr,9,2080,2,trial_random,0.664991,9,393
imagery_fists_feet,csp_lda,9,6,2,trial_random,0.606614,9,393
imagery_fists_feet,riemann_ts_lr,9,8,2,subject_disjoint,0.546296,9,393
imagery_fists_feet,riemann_ts_lr,9,32,2,subject_disjoint,0.57575,9,393
imagery_fists_feet,riemann_ts_lr,9,128,2,subject_disjoint,0.568342,9,393
imagery_fists_feet,riemann_ts_lr,9,2080,2,subject_disjoint,0.577249,9,393
imagery_fists_feet,csp_lda,9,6,2,subject_disjoint,0.585802,9,393
imagery_fists_feet,riemann_ts_lr,9,8,3,trial_random,0.417284,9,405
imagery_fists_feet,riemann_ts_lr,9,32,3,trial_random,0.446914,9,405
imagery_fists_feet,riemann_ts_lr,9,128,3,trial_random,0.496296,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,3,trial_random,0.496296,9,405
imagery_fists_feet,csp_lda,9,6,3,trial_random,0.454321,9,405
imagery_fists_feet,riemann_ts_lr,9,8,3,subject_disjoint,0.511111,9,405
imagery_fists_feet,riemann_ts_lr,9,32,3,subject_disjoint,0.533333,9,405
imagery_fists_feet,riemann_ts_lr,9,128,3,subject_disjoint,0.525926,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,3,subject_disjoint,0.506173,9,405
imagery_fists_feet,csp_lda,9,6,3,subject_disjoint,0.511111,9,405
imagery_fists_feet,riemann_ts_lr,9,8,4,trial_random,0.425044,9,402
imagery_fists_feet,riemann_ts_lr,9,32,4,trial_random,0.64903,9,402
imagery_fists_feet,riemann_ts_lr,9,128,4,trial_random,0.688713,9,402
imagery_fists_feet,riemann_ts_lr,9,2080,4,trial_random,0.661376,9,402
imagery_fists_feet,csp_lda,9,6,4,trial_random,0.607231,9,402
imagery_fists_feet,riemann_ts_lr,9,8,4,subject_disjoint,0.487654,9,402
imagery_fists_feet,riemann_ts_lr,9,32,4,subject_disjoint,0.586596,9,402
imagery_fists_feet,riemann_ts_lr,9,128,4,subject_disjoint,0.586596,9,402
imagery_fists_feet,riemann_ts_lr,9,2080,4,subject_disjoint,0.568959,9,402
imagery_fists_feet,csp_lda,9,6,4,subject_disjoint,0.544444,9,402
imagery_fists_feet,riemann_ts_lr,9,8,5,trial_random,0.402469,9,405
imagery_fists_feet,riemann_ts_lr,9,32,5,trial_random,0.68642,9,405
imagery_fists_feet,riemann_ts_lr,9,128,5,trial_random,0.711111,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,5,trial_random,0.733333,9,405
imagery_fists_feet,csp_lda,9,6,5,trial_random,0.590123,9,405
imagery_fists_feet,riemann_ts_lr,9,8,5,subject_disjoint,0.538272,9,405
imagery_fists_feet,riemann_ts_lr,9,32,5,subject_disjoint,0.523457,9,405
imagery_fists_feet,riemann_ts_lr,9,128,5,subject_disjoint,0.528395,9,405
imagery_fists_feet,riemann_ts_lr,9,2080,5,subject_disjoint,0.555556,9,405
imagery_fists_feet,csp_lda,9,6,5,subject_disjoint,0.567901,9,405
imagery_fists_feet,riemann_ts_lr,9,8,6,trial_random,0.467789,9,404
imagery_fists_feet,riemann_ts_lr,9,32,6,trial_random,0.658642,9,404
